排名,矩阵M,矩阵N,矩阵K,计算性能,性能单位,整机功耗(W),整机能效比(性能单位/W)
50,2048,10240,43008,6941.69,TOPS,7467.00,0.930
51,2048,10240,45056,6943.67,TOPS,7467.00,0.930
52,2048,10240,63488,7033.80,TOPS,7563.00,0.930
53,3072,5120,43008,6873.53,TOPS,7387.00,0.930
54,3072,5120,49152,6947.45,TOPS,7467.00,0.930
55,3072,5120,98304,7121.80,TOPS,7659.00,0.930
56,4096,5120,18432,6587.22,TOPS,7083.00,0.930
57,4096,5120,49152,6941.82,TOPS,7467.00,0.930
58,5120,2048,61440,6928.27,TOPS,7451.00,0.930
59,5120,2048,65536,6970.80,TOPS,7499.00,0.930
60,5120,2048,75776,7034.65,TOPS,7563.00,0.930
61,1024,10240,32768,6666.08,TOPS,7179.00,0.929
62,2048,5120,118784,7117.28,TOPS,7659.00,0.929
63,3072,5120,69632,7024.44,TOPS,7563.00,0.929
64,5120,2048,57344,7012.58,TOPS,7547.00,0.929
65,5120,2048,67584,7026.63,TOPS,7563.00,0.929
66,5120,2048,81920,7009.85,TOPS,7547.00,0.929
67,1024,10240,57344,6896.45,TOPS,7435.00,0.928
68,4096,5120,36864,6856.71,TOPS,7387.00,0.928
69,4096,5120,45056,6960.12,TOPS,7499.00,0.928
70,5120,2048,90112,7016.39,TOPS,7563.00,0.928
71,1024,10240,59392,6983.80,TOPS,7531.00,0.927
72,2048,10240,61440,7008.67,TOPS,7563.00,0.927
73,3072,5120,94208,7007.00,TOPS,7563.00,0.926
74,4096,5120,43008,6930.93,TOPS,7483.00,0.926
75,5120,2048,102400,7094.29,TOPS,7659.00,0.926
76,5120,2048,110592,7089.50,TOPS,7659.00,0.926
77,5120,2048,83968,7094.24,TOPS,7659.00,0.926
78,5120,3072,55296,7006.86,TOPS,7563.00,0.926
79,2048,10240,57344,6997.65,TOPS,7563.00,0.925
80,4096,5120,28672,6777.35,TOPS,7323.00,0.925
81,5120,3072,36864,6821.03,TOPS,7371.00,0.925
82,5120,3072,40960,6924.07,TOPS,7483.00,0.925
83,4096,5120,38912,6882.48,TOPS,7451.00,0.924
84,4096,5120,71680,7076.24,TOPS,7659.00,0.924
85,5120,2048,88064,7077.11,TOPS,7659.00,0.924
86,5120,3072,43008,6931.59,TOPS,7499.00,0.924
87,5120,3072,77824,7073.43,TOPS,7659.00,0.924
88,4096,5120,40960,6805.13,TOPS,7371.00,0.923
89,5120,3072,45056,6892.86,TOPS,7467.00,0.923
90,5120,3072,49152,6982.78,TOPS,7563.00,0.923
91,2048,10240,16384,6482.01,TOPS,7032.00,0.922
92,4096,5120,53248,6883.77,TOPS,7467.00,0.922
93,5120,3072,47104,6883.36,TOPS,7467.00,0.922
94,5120,3072,63488,7040.43,TOPS,7643.00,0.921
95,5120,3072,90112,7071.01,TOPS,7675.00,0.921
96,2048,7168,20480,6189.95,TOPS,6731.00,0.920
97,3072,10240,40960,6883.96,TOPS,7483.00,0.920
98,3072,5120,129024,7045.73,TOPS,7659.00,0.920
99,5120,2048,106496,7043.83,TOPS,7659.00,0.920
100,5120,3072,81920,7043.29,TOPS,7659.00,0.920
101,5120,4096,36864,6767.11,TOPS,7355.00,0.920
102,2048,7168,22528,6244.36,TOPS,6795.00,0.919
103,5120,2048,131072,7124.04,TOPS,7755.00,0.919
104,5120,3072,53248,6994.95,TOPS,7611.00,0.919
105,3072,5120,124928,7074.85,TOPS,7707.00,0.918
106,4096,5120,98304,7043.47,TOPS,7675.00,0.918
107,5120,2048,114688,7101.57,TOPS,7739.00,0.918
108,5120,2048,94208,7031.07,TOPS,7659.00,0.918
109,2048,7168,28672,6376.10,TOPS,6955.00,0.917
110,2048,7168,43008,6494.19,TOPS,7083.00,0.917
111,3072,10240,36864,6894.88,TOPS,7515.00,0.917
112,5120,2048,104448,7011.13,TOPS,7643.00,0.917
113,2048,7168,51200,6573.04,TOPS,7179.00,0.916
114,3072,10240,26624,6707.73,TOPS,7323.00,0.916
115,5120,4096,26624,6763.80,TOPS,7387.00,0.916
116,5120,4096,32768,6754.02,TOPS,7371.00,0.916
117,3072,10240,32768,6821.32,TOPS,7451.00,0.915
118,3072,3072,40960,6215.20,TOPS,6795.00,0.915
119,5120,3072,57344,6876.63,TOPS,7512.00,0.915
120,5120,3072,59392,6994.98,TOPS,7643.00,0.915
121,5120,3072,61440,6888.82,TOPS,7531.00,0.915
122,5120,4096,22528,6640.38,TOPS,7259.00,0.915
123,5120,4096,45056,6923.78,TOPS,7563.00,0.915
124,2048,10240,106496,6997.31,TOPS,7659.00,0.914
125,2048,7168,26624,6324.94,TOPS,6920.00,0.914
126,2048,7168,34816,6432.94,TOPS,7035.00,0.914
127,2048,7168,47104,6544.37,TOPS,7163.00,0.914
128,2048,7168,71680,6561.87,TOPS,7179.00,0.914
129,3072,10240,34816,6823.76,TOPS,7467.00,0.914
130,5120,4096,43008,6827.97,TOPS,7467.00,0.914
131,2048,10240,126976,7011.08,TOPS,7675.00,0.913
132,2048,7168,32768,6408.87,TOPS,7019.00,0.913
133,2048,7168,49152,6537.53,TOPS,7163.00,0.913
134,4096,10240,24576,6747.69,TOPS,7387.00,0.913
135,5120,3072,88064,6996.02,TOPS,7659.00,0.913
136,5120,4096,34816,6770.50,TOPS,7419.00,0.913
137,2048,10240,116736,6984.10,TOPS,7659.00,0.912
138,2048,7168,55296,6544.78,TOPS,7179.00,0.912
139,2048,7168,59392,6547.69,TOPS,7179.00,0.912
140,3072,10240,16384,6489.01,TOPS,7115.00,0.912
141,3072,10240,28672,6722.50,TOPS,7371.00,0.912
142,3072,8192,30720,6544.25,TOPS,7179.00,0.912
143,5120,4096,28672,6723.25,TOPS,7371.00,0.912
144,5120,4096,38912,6839.05,TOPS,7499.00,0.912
145,2048,10240,104448,6979.12,TOPS,7659.00,0.911
146,2048,7168,36864,6434.67,TOPS,7067.00,0.911
147,2048,7168,40960,6478.69,TOPS,7115.00,0.911
148,2048,7168,45056,6497.41,TOPS,7131.00,0.911
149,2048,7168,53248,6542.34,TOPS,7179.00,0.911
150,2048,7168,65536,6537.71,TOPS,7179.00,0.911
151,4096,6144,49152,6745.90,TOPS,7403.00,0.911
152,5120,4096,63488,6962.23,TOPS,7643.00,0.911
153,2048,7168,67584,6558.97,TOPS,7211.00,0.910
154,3072,3072,43008,6243.75,TOPS,6859.00,0.910
155,3072,3072,47104,6268.46,TOPS,6891.00,0.910
156,5120,4096,14336,6331.82,TOPS,6955.00,0.910
157,5120,4096,59392,6951.96,TOPS,7643.00,0.910
158,1024,9216,30720,6029.91,TOPS,6632.00,0.909
159,2048,7168,63488,6605.98,TOPS,7275.00,0.908
160,2048,7168,79872,6607.49,TOPS,7275.00,0.908
161,3072,3072,36864,6181.21,TOPS,6811.00,0.908
162,3072,8192,20480,6370.95,TOPS,7019.00,0.908
163,4096,10240,22528,6695.62,TOPS,7371.00,0.908
164,4096,6144,38912,6606.15,TOPS,7275.00,0.908
165,5120,3072,120832,7043.59,TOPS,7755.00,0.908
166,5120,5120,36864,6865.78,TOPS,7563.00,0.908
167,5120,5120,53248,6950.65,TOPS,7659.00,0.908
168,2048,7168,77824,6595.88,TOPS,7275.00,0.907
169,2048,7168,94208,6638.87,TOPS,7323.00,0.907
170,3072,8192,38912,6595.71,TOPS,7275.00,0.907
171,3072,3072,53248,6302.71,TOPS,6955.00,0.906
172,3072,3072,57344,6329.74,TOPS,6987.00,0.906
173,4096,6144,28672,6506.75,TOPS,7179.00,0.906
174,4096,6144,32768,6559.95,TOPS,7243.00,0.906
175,5120,4096,67584,6937.43,TOPS,7659.00,0.906
176,3072,3072,32768,6087.59,TOPS,6728.00,0.905
177,3072,3072,59392,6323.36,TOPS,6987.00,0.905
178,3072,3072,61440,6350.65,TOPS,7019.00,0.905
179,3072,8192,22528,6323.17,TOPS,6987.00,0.905
180,3072,8192,24576,6398.06,TOPS,7067.00,0.905
181,3072,8192,28672,6500.51,TOPS,7179.00,0.905
182,3072,8192,32768,6587.06,TOPS,7275.00,0.905
183,3072,8192,40960,6583.22,TOPS,7275.00,0.905
184,4096,10240,20480,6582.08,TOPS,7275.00,0.905
185,5120,5120,38912,6935.00,TOPS,7659.00,0.905
186,3072,3072,45056,6257.18,TOPS,6923.00,0.904
187,3072,8192,18432,6301.27,TOPS,6971.00,0.904
188,3072,8192,51200,6661.03,TOPS,7371.00,0.904
189,4096,6144,16384,6286.21,TOPS,6955.00,0.904
190,4096,6144,22528,6477.89,TOPS,7163.00,0.904
191,5120,4096,49152,6749.48,TOPS,7467.00,0.904
192,5120,5120,34816,6804.97,TOPS,7531.00,0.904
193,1024,9216,49152,6248.47,TOPS,6923.00,0.903
194,3072,3072,49152,6191.08,TOPS,6859.00,0.903
195,3072,3072,73728,6380.04,TOPS,7067.00,0.903
196,10240,1024,34816,6792.13,TOPS,7531.00,0.902
197,10240,1024,38912,6848.78,TOPS,7592.00,0.902
198,10240,1024,55296,6995.43,TOPS,7755.00,0.902
199,1024,9216,38912,6142.73,TOPS,6811.00,0.902
200,3072,3072,34816,6145.80,TOPS,6811.00,0.902
201,3072,3072,69632,6303.02,TOPS,6987.00,0.902
202,3072,3072,75776,6386.54,TOPS,7083.00,0.902
203,3072,3072,79872,6386.58,TOPS,7083.00,0.902
204,3072,8192,26624,6475.27,TOPS,7179.00,0.902
205,4096,6144,20480,6429.67,TOPS,7131.00,0.902
206,5120,4096,18432,6535.52,TOPS,7243.00,0.902
207,5120,5120,20480,6632.84,TOPS,7355.00,0.902
208,5120,5120,32768,6821.40,TOPS,7563.00,0.902
209,10240,1024,45056,6915.64,TOPS,7675.00,0.901
210,3072,3072,38912,6210.85,TOPS,6891.00,0.901
211,3072,3072,51200,6251.75,TOPS,6939.00,0.901
212,3072,8192,14336,6138.94,TOPS,6811.00,0.901
213,4096,6144,18432,6368.02,TOPS,7067.00,0.901
214,5120,5120,18432,6568.59,TOPS,7291.00,0.901
215,5120,5120,30720,6810.88,TOPS,7563.00,0.901
216,10240,1024,40960,6863.04,TOPS,7627.00,0.900
217,1024,9216,57344,6304.36,TOPS,7003.00,0.900
218,3072,3072,67584,6329.98,TOPS,7035.00,0.900
219,5120,5120,16384,6475.23,TOPS,7195.00,0.900
220,10240,1024,36864,6826.68,TOPS,7592.00,0.899
221,10240,1024,51200,6940.69,TOPS,7723.00,0.899
222,2048,9216,24576,6109.19,TOPS,6795.00,0.899
223,2048,9216,59392,6381.60,TOPS,7099.00,0.899
224,3072,10240,14336,6378.69,TOPS,7096.00,0.899
225,3072,3072,88064,6413.93,TOPS,7131.00,0.899
226,4096,10240,12288,6368.69,TOPS,7083.00,0.899
227,4096,10240,18432,6499.94,TOPS,7227.00,0.899
228,2048,9216,30720,6214.96,TOPS,6923.00,0.898
229,3072,3072,81920,6403.37,TOPS,7131.00,0.898
230,3072,3072,92160,6403.23,TOPS,7131.00,0.898
231,4096,10240,14336,6443.31,TOPS,7179.00,0.898
232,10240,1024,49152,6925.33,TOPS,7723.00,0.897
233,1024,9216,55296,6294.72,TOPS,7019.00,0.897
234,2048,9216,28672,6178.29,TOPS,6891.00,0.897
235,3072,3072,63488,6355.01,TOPS,7083.00,0.897
236,3072,8192,16384,6224.55,TOPS,6939.00,0.897
237,10240,1024,65536,6989.82,TOPS,7803.00,0.896
238,1024,9216,47104,6230.10,TOPS,6955.00,0.896
239,2048,9216,18432,5971.50,TOPS,6667.00,0.896
240,2048,9216,40960,6262.19,TOPS,6987.00,0.896
241,2048,9216,61440,6372.98,TOPS,7115.00,0.896
242,10240,1024,43008,6855.30,TOPS,7659.00,0.895
243,1024,9216,65536,6337.25,TOPS,7083.00,0.895
244,2048,9216,38912,6264.98,TOPS,7000.00,0.895
245,3072,3072,108544,6422.20,TOPS,7179.00,0.895
246,4096,7168,34816,6437.41,TOPS,7195.00,0.895
247,1024,9216,32768,6063.69,TOPS,6779.00,0.894
248,1024,9216,53248,6278.29,TOPS,7019.00,0.894
249,2048,9216,47104,6320.02,TOPS,7067.00,0.894
250,3072,3072,106496,6390.13,TOPS,7147.00,0.894
251,3072,6144,36864,6248.16,TOPS,6987.00,0.894
252,3072,6144,53248,6334.37,TOPS,7083.00,0.894
253,4096,7168,36864,6419.41,TOPS,7179.00,0.894
254,2048,9216,32768,6193.19,TOPS,6939.00,0.893
255,3072,6144,20480,5980.00,TOPS,6699.00,0.893
256,4096,6144,14336,6152.73,TOPS,6891.00,0.893
257,5120,6144,26624,6751.63,TOPS,7563.00,0.893
258,1024,9216,51200,6243.21,TOPS,7003.00,0.892
259,1024,9216,59392,6262.01,TOPS,7019.00,0.892
260,4096,7168,30720,6388.40,TOPS,7163.00,0.892
261,2048,9216,20480,6022.62,TOPS,6763.00,0.891
262,1024,9216,45056,6219.15,TOPS,6987.00,0.890
263,2048,9216,45056,6292.64,TOPS,7067.00,0.890
264,3072,3072,94208,6385.75,TOPS,7179.00,0.890
265,5120,6144,20480,6628.17,TOPS,7451.00,0.890
266,1024,9216,63488,6271.52,TOPS,7051.00,0.889
267,2048,9216,26624,6125.93,TOPS,6891.00,0.889
268,4096,10240,10240,6199.90,TOPS,6971.00,0.889
269,4096,7168,22528,6240.89,TOPS,7019.00,0.889
270,6144,4096,38912,6635.65,TOPS,7467.00,0.889
271,3072,6144,30720,6175.97,TOPS,6952.00,0.888
272,4096,7168,18432,6220.75,TOPS,7003.00,0.888
273,4096,7168,24576,6347.88,TOPS,7147.00,0.888
274,3072,6144,22528,6026.42,TOPS,6795.00,0.887
275,3072,6144,34816,6166.82,TOPS,6955.00,0.887
276,5120,6144,18432,6538.39,TOPS,7371.00,0.887
277,3072,6144,26624,6107.31,TOPS,6891.00,0.886
278,5120,5120,14336,6358.98,TOPS,7179.00,0.886
279,6144,5120,24576,6697.72,TOPS,7563.00,0.886
280,6144,5120,22528,6609.49,TOPS,7467.00,0.885
281,8192,3072,40960,6682.90,TOPS,7563.00,0.884
282,10240,2048,18432,6479.93,TOPS,7339.00,0.883
283,6144,5120,16384,6409.31,TOPS,7259.00,0.883
284,6144,5120,18432,6463.94,TOPS,7323.00,0.883
285,7168,2048,38912,6438.50,TOPS,7291.00,0.883
286,10240,2048,28672,6753.06,TOPS,7659.00,0.882
287,7168,2048,26624,6299.18,TOPS,7144.00,0.882
288,4096,8192,26624,6252.06,TOPS,7099.00,0.881
289,6144,4096,24576,6341.37,TOPS,7195.00,0.881
290,7168,2048,32768,6382.99,TOPS,7243.00,0.881
291,7168,2048,36864,6437.40,TOPS,7307.00,0.881
292,7168,2048,45056,6453.76,TOPS,7323.00,0.881
293,7168,2048,47104,6491.90,TOPS,7371.00,0.881
294,7168,2048,57344,6561.41,TOPS,7451.00,0.881
295,7168,2048,65536,6576.84,TOPS,7467.00,0.881
296,10240,2048,32768,6724.97,TOPS,7643.00,0.880
297,3072,6144,18432,5917.27,TOPS,6725.00,0.880
298,5120,6144,14336,6375.68,TOPS,7243.00,0.880
299,6144,4096,20480,6315.79,TOPS,7179.00,0.880
300,6144,4096,22528,6317.59,TOPS,7179.00,0.880
301,10240,2048,30720,6731.18,TOPS,7659.00,0.879
302,3072,9216,22528,6059.18,TOPS,6891.00,0.879
303,8192,3072,24576,6422.51,TOPS,7307.00,0.879
304,2048,2048,71680,5629.92,TOPS,6411.00,0.878
305,4096,7168,12288,5950.23,TOPS,6779.00,0.878
306,5120,9216,20480,6641.41,TOPS,7563.00,0.878
307,10240,2048,38912,6713.96,TOPS,7659.00,0.877
308,5120,6144,12288,6237.54,TOPS,7112.00,0.877
309,10240,2048,22528,6555.15,TOPS,7483.00,0.876
310,4096,7168,14336,6033.67,TOPS,6891.00,0.876
311,2048,2048,67584,5610.84,TOPS,6411.00,0.875
312,2048,2048,98304,5693.30,TOPS,6507.00,0.875
313,4096,8192,20480,6115.89,TOPS,6987.00,0.875
314,5120,9216,16384,6462.52,TOPS,7387.00,0.875
315,6144,4096,16384,6180.92,TOPS,7067.00,0.875
316,7168,2048,67584,6604.85,TOPS,7547.00,0.875
317,2048,2048,73728,5634.06,TOPS,6443.00,0.874
318,3072,9216,20480,5999.13,TOPS,6875.00,0.873
319,8192,5120,16384,6521.29,TOPS,7467.00,0.873
320,2048,2048,75776,5644.47,TOPS,6475.00,0.872
321,5120,7168,12288,6260.72,TOPS,7179.00,0.872
322,5120,7168,14336,6416.63,TOPS,7355.00,0.872
323,2048,2048,88064,5669.17,TOPS,6507.00,0.871
324,6144,4096,12288,5988.85,TOPS,6875.00,0.871
325,1024,4096,65536,5580.18,TOPS,6411.00,0.870
326,2048,2048,83968,5664.18,TOPS,6507.00,0.870
327,2048,2048,94208,5684.68,TOPS,6536.00,0.870
328,3072,7168,73728,6012.45,TOPS,6907.00,0.870
329,8192,3072,18432,6329.85,TOPS,7275.00,0.870
330,6144,3072,34816,6182.40,TOPS,7115.00,0.869
331,9216,1024,34816,6154.59,TOPS,7083.00,0.869
332,9216,1024,43008,6232.70,TOPS,7179.00,0.868
333,2048,2048,100352,5698.11,TOPS,6571.00,0.867
334,2048,4096,40960,5555.41,TOPS,6411.00,0.867
335,6144,3072,18432,5907.37,TOPS,6811.00,0.867
336,2048,2048,116736,5715.51,TOPS,6603.00,0.866
337,2048,2048,120832,5717.50,TOPS,6603.00,0.866
338,2048,2048,129024,5732.61,TOPS,6619.00,0.866
339,2048,4096,38912,5538.42,TOPS,6395.00,0.866
340,3072,9216,16384,5872.21,TOPS,6779.00,0.866
341,5120,7168,10240,6119.78,TOPS,7067.00,0.866
342,8192,3072,14336,6150.16,TOPS,7099.00,0.866
343,2048,2048,114688,5682.98,TOPS,6571.00,0.865
344,2048,2048,124928,5711.93,TOPS,6603.00,0.865
345,6144,3072,20480,5959.29,TOPS,6891.00,0.865
346,2048,2048,110592,5707.91,TOPS,6603.00,0.864
347,2048,4096,57344,5636.04,TOPS,6523.00,0.864
348,5120,10240,14336,6439.44,TOPS,7451.00,0.864
349,8192,3072,12288,6022.94,TOPS,6971.00,0.864
350,9216,1024,57344,6297.25,TOPS,7291.00,0.864
351,6144,3072,22528,6016.00,TOPS,6971.00,0.863
352,9216,1024,49152,6263.31,TOPS,7259.00,0.863
353,9216,1024,51200,6281.73,TOPS,7275.00,0.863
354,2048,4096,51200,5608.35,TOPS,6507.00,0.862
355,3072,9216,10240,5538.16,TOPS,6427.00,0.862
356,4096,2048,38912,5543.10,TOPS,6427.00,0.862
357,9216,1024,59392,6288.04,TOPS,7291.00,0.862
358,2048,4096,49152,5604.96,TOPS,6507.00,0.861
359,4096,9216,14336,5783.69,TOPS,6715.00,0.861
360,5120,9216,38912,6678.63,TOPS,7755.00,0.861
361,9216,1024,40960,6195.68,TOPS,7192.00,0.861
362,2048,4096,75776,5687.62,TOPS,6616.00,0.860
363,2048,6144,24576,5431.42,TOPS,6315.00,0.860
364,2048,6144,30720,5510.71,TOPS,6411.00,0.860
365,2048,6144,38912,5576.61,TOPS,6485.00,0.860
366,2048,8192,16384,5261.77,TOPS,6123.00,0.859
367,9216,1024,38912,6196.40,TOPS,7211.00,0.859
368,1024,8192,38912,5502.83,TOPS,6411.00,0.858
369,4096,2048,43008,5568.28,TOPS,6491.00,0.858
370,2048,4096,94208,5735.57,TOPS,6699.00,0.856
371,4096,2048,47104,5571.79,TOPS,6507.00,0.856
372,4096,2048,53248,5625.75,TOPS,6571.00,0.856
373,1024,8192,36864,5481.45,TOPS,6411.00,0.855
374,1024,8192,47104,5563.34,TOPS,6507.00,0.855
375,3072,7168,18432,5564.30,TOPS,6507.00,0.855
376,2048,6144,28672,5478.19,TOPS,6411.00,0.854
377,2048,8192,18432,5321.81,TOPS,6235.00,0.854
378,2048,6144,45056,5621.76,TOPS,6587.00,0.853
379,3072,4096,36864,5548.69,TOPS,6507.00,0.853
380,4096,2048,49152,5605.40,TOPS,6571.00,0.853
381,2048,6144,34816,5529.04,TOPS,6491.00,0.852
382,4096,2048,51200,5624.84,TOPS,6603.00,0.852
383,4096,3072,30720,5500.55,TOPS,6456.00,0.852
384,1024,8192,49152,5554.25,TOPS,6523.00,0.851
385,1024,8192,59392,5629.96,TOPS,6616.00,0.851
386,4096,2048,69632,5685.24,TOPS,6683.00,0.851
387,4096,3072,26624,5455.36,TOPS,6411.00,0.851
388,2048,6144,26624,5449.43,TOPS,6411.00,0.850
389,3072,4096,34816,5527.55,TOPS,6507.00,0.849
390,4096,3072,32768,5525.73,TOPS,6507.00,0.849
391,2048,8192,24576,5433.91,TOPS,6411.00,0.848
392,3072,7168,16384,5505.26,TOPS,6491.00,0.848
393,4096,9216,10240,5603.66,TOPS,6616.00,0.847
394,3072,4096,22528,5356.28,TOPS,6331.00,0.846
395,4096,3072,24576,5414.92,TOPS,6424.00,0.843
396,5120,8192,8192,5875.04,TOPS,6971.00,0.843
397,8192,4096,14336,5887.48,TOPS,6987.00,0.843
398,4096,4096,18432,5335.20,TOPS,6347.00,0.841
399,4096,4096,20480,5362.41,TOPS,6395.00,0.839
400,4096,4096,22528,5406.49,TOPS,6443.00,0.839
401,7168,4096,14336,5936.28,TOPS,7083.00,0.838
402,10240,3072,12288,5976.38,TOPS,7195.00,0.831
403,6144,2048,28672,5439.00,TOPS,6587.00,0.826
404,7168,10240,126976,5341.01,TOPS,8011.00,0.667
405,7168,10240,118784,5322.20,TOPS,8011.00,0.664
