GPU,M,N,K,Iterations,Performance,Performance_Unit,Efficiency,Time,Interval,Samples,Min_Power,Max_Power,Avg_Power
7,1024,2048,59392,7173,365.759818,TOPS,.890164,1752176111844,5.174000,46,214.00,421.00,410.89
1,1024,2048,61440,7046,366.162309,TOPS,.889239,1752176111915,5.232000,47,270.00,419.00,411.77
5,1024,2048,63488,6919,366.433800,TOPS,.925244,1752176112173,5.327000,48,165.00,408.00,396.04
7,1024,2048,65536,6791,366.108450,TOPS,.891143,1752176138565,5.362000,48,145.00,424.00,410.83
3,1024,3072,4096,30667,326.426239,TOPS,.984249,1752176134645,2.970000,26,227.00,359.00,331.65
5,1024,3072,6144,28750,387.472218,TOPS,1.006499,1752176134800,3.309000,29,229.00,405.00,384.97
1,1024,3072,8192,25000,420.939231,TOPS,.991775,1752176134790,3.422000,30,264.00,446.00,424.43
2,1024,3072,10240,21250,442.344700,TOPS,1.038294,1752176135154,3.400000,30,239.00,447.00,426.03
4,1024,3072,12288,19500,459.926792,TOPS,1.008346,1752176135287,3.582000,32,234.00,475.00,456.12
6,1024,3072,14336,17600,467.269579,TOPS,1.033919,1752176135510,3.724000,33,245.00,469.00,451.94
0,1024,3072,16384,13400,492.106152,TOPS,1.091313,1752176162047,3.227000,28,290.00,466.00,450.93
7,1024,3072,18432,11734,499.474391,TOPS,1.087090,1752176162276,3.143000,28,195.00,481.00,459.46
4,1024,3072,20480,11334,505.504338,TOPS,1.087737,1752176162496,3.308000,30,201.00,485.00,464.73
1,1024,3072,22528,10934,512.467712,TOPS,1.070697,1752176162546,3.390000,30,299.00,494.00,478.63
3,1024,3072,24576,10534,513.541000,TOPS,1.124017,1752176162871,3.578000,32,152.00,479.00,456.88
6,1024,3072,26624,10134,516.271571,TOPS,1.107451,1752176163112,3.701000,33,138.00,491.00,466.18
2,1024,3072,28672,9200,524.023351,TOPS,1.113640,1752176163274,3.503000,31,265.00,487.00,470.55
5,1024,3072,30720,8000,527.159193,TOPS,1.107640,1752176186287,3.242000,29,210.00,497.00,475.93
2,1024,3072,32768,7810,529.838193,TOPS,1.108123,1752176186473,3.315000,29,277.00,494.00,478.14
4,1024,3072,34816,7619,531.931822,TOPS,1.061952,1752176186742,3.439000,31,272.00,519.00,500.90
3,1024,3072,36864,7428,528.403319,TOPS,1.103783,1752176187106,3.622000,32,259.00,495.00,478.72
0,1024,3072,38912,7237,534.664698,TOPS,1.080327,1752176187234,3.588000,32,265.00,512.00,494.91
1,1024,3072,40960,7046,536.090332,TOPS,1.054590,1752176187327,3.625000,32,280.00,526.00,508.34
6,1024,3072,43008,6855,538.656757,TOPS,1.065170,1752176187549,3.720000,33,312.00,520.00,505.70
1,1024,3072,45056,6664,539.866596,TOPS,1.059767,1752176212136,3.729000,33,226.00,529.00,509.42
0,1024,3072,47104,6473,541.628571,TOPS,1.067669,1752176212145,3.786000,33,296.00,523.00,507.30
6,1024,3072,49152,6282,542.684901,TOPS,1.074240,1752176212499,3.837000,34,211.00,524.00,505.18
5,1024,3072,51200,6091,543.565422,TOPS,1.071867,1752176212788,3.858000,34,309.00,520.00,507.12
4,1024,3072,53248,5900,542.277954,TOPS,1.043203,1752176212816,3.887000,34,283.00,538.00,519.82
3,1024,3072,55296,5710,544.285242,TOPS,1.081153,1752176213087,3.890000,35,204.00,522.00,503.43
7,1024,3072,57344,5519,545.741473,TOPS,1.039091,1752176213296,3.872000,34,274.00,544.00,525.21
4,1024,3072,59392,5328,547.534259,TOPS,1.052889,1752176239266,3.853000,35,176.00,543.00,520.03
1,1024,3072,61440,5137,548.447920,TOPS,1.047776,1752176239437,3.816000,34,286.00,539.00,523.44
3,1024,3072,63488,4946,547.791066,TOPS,1.073594,1752176239701,3.819000,34,245.00,527.00,510.24
6,1024,3072,65536,4755,548.693767,TOPS,1.060400,1752176239878,3.766000,34,237.00,536.00,517.44
0,1024,4096,4096,30000,412.401051,TOPS,1.031983,1752176234359,2.926000,26,177.00,420.00,399.62
7,1024,4096,6144,25000,491.519109,TOPS,1.035692,1752176234530,2.947000,26,279.00,493.00,474.58
2,1024,4096,8192,20000,543.824364,TOPS,1.145665,1752176234817,2.806000,25,192.00,502.00,474.68
0,1024,4096,10240,19000,564.168946,TOPS,1.112298,1752176261522,3.166000,29,185.00,549.00,507.21
4,1024,4096,12288,13400,588.084715,TOPS,1.097787,1752176261805,2.570000,23,296.00,567.00,535.70
5,1024,4096,14336,11600,611.348705,TOPS,1.133933,1752176262026,2.452000,22,299.00,565.00,539.14
2,1024,4096,16384,11067,636.015827,TOPS,1.252887,1752176262289,2.781000,25,242.00,533.00,507.64
3,1024,4096,18432,10534,637.992888,TOPS,1.235079,1752176262652,3.003000,27,240.00,548.00,516.56
1,1024,4096,20480,10000,656.987560,TOPS,1.175858,1752176262738,2.961000,26,304.00,583.00,558.73
6,1024,4096,22528,8400,662.990418,TOPS,1.210300,1752176262984,2.728000,24,260.00,575.00,547.79
2,1024,4096,24576,7810,676.897571,TOPS,1.231103,1752176285245,2.638000,23,275.00,578.00,549.83
6,1024,4096,26624,7555,682.862882,TOPS,1.188372,1752176285368,2.758000,24,335.00,597.00,574.62
1,1024,4096,28672,7300,681.631561,TOPS,1.170303,1752176285767,2.853000,25,314.00,613.00,582.44
7,1024,4096,30720,7046,692.565092,TOPS,1.138787,1752176286074,2.886000,25,342.00,634.00,608.16
5,1024,4096,32768,6791,696.323796,TOPS,1.187495,1752176286232,2.950000,26,307.00,611.00,586.38
4,1024,4096,34816,6537,699.447439,TOPS,1.152890,1752176286543,3.004000,26,329.00,634.00,606.69
3,1024,4096,36864,6282,701.033740,TOPS,1.209993,1752176286752,3.046000,27,153.00,614.00,579.37
7,1024,4096,38912,6028,706.891580,TOPS,1.159903,1752176310816,3.031000,27,135.00,652.00,609.44
4,1024,4096,40960,5773,709.421630,TOPS,1.132772,1752176311174,3.019000,26,379.00,648.00,626.27
2,1024,4096,43008,5519,711.200519,TOPS,1.196461,1752176311459,3.005000,26,357.00,615.00,594.42
5,1024,4096,45056,5264,712.052835,TOPS,1.171370,1752176311735,3.013000,26,334.00,631.00,607.88
3,1024,4096,47104,5010,713.337014,TOPS,1.172576,1752176311963,2.990000,26,345.00,631.00,608.35
6,1024,4096,49152,4755,712.095787,TOPS,1.178595,1752176312227,2.969000,26,257.00,635.00,604.19
1,1024,4096,51200,4500,712.644977,TOPS,1.175613,1752176312486,2.925000,26,191.00,642.00,606.19
1,1024,4096,53248,4446,714.667693,TOPS,1.174358,1752176338500,2.977000,27,160.00,648.00,608.56
4,1024,4096,55296,4391,719.422213,TOPS,1.143482,1752176338434,3.018000,27,241.00,663.00,629.15
0,1024,4096,57344,4337,723.016673,TOPS,1.172567,1752176338797,3.046000,28,154.00,654.00,616.61
6,1024,4096,59392,4282,723.705270,TOPS,1.179729,1752176339022,3.129000,29,158.00,649.00,613.45
5,1024,4096,61440,4228,722.613205,TOPS,1.160078,1752176339403,3.206000,29,326.00,647.00,622.90
3,1024,4096,63488,4173,725.498817,TOPS,1.168802,1752176339600,3.238000,29,246.00,650.00,620.72
7,1024,4096,65536,4119,721.780124,TOPS,1.110379,1752176339754,3.324000,30,341.00,678.00,650.03
2,1024,5120,6144,21250,574.317265,TOPS,1.187415,1752176360775,2.694000,24,175.00,515.00,483.67
5,1024,5120,8192,19000,640.377326,TOPS,1.158508,1752176360940,2.811000,25,312.00,577.00,552.76
0,1024,5120,10240,12000,689.818900,TOPS,1.177828,1752176361072,2.024000,18,327.00,619.00,585.67
7,1024,5120,12288,11334,711.409197,TOPS,1.157327,1752176361603,2.216000,20,254.00,657.00,614.70
6,1024,5120,14336,10667,739.790213,TOPS,1.223461,1752176361814,2.331000,21,210.00,649.00,604.67
3,1024,5120,16384,10000,769.831503,TOPS,1.321689,1752176362167,2.636000,24,219.00,620.00,582.46
1,1024,5120,18432,8000,785.176203,TOPS,1.261428,1752176362458,2.249000,20,360.00,658.00,622.45
3,1024,5120,20480,7682,802.273853,TOPS,1.289331,1752176384253,2.360000,21,343.00,652.00,622.24
2,1024,5120,22528,7364,817.625887,TOPS,1.329472,1752176384811,2.407000,22,267.00,652.00,615.00
7,1024,5120,24576,7046,816.056487,TOPS,1.246553,1752176385096,2.521000,23,238.00,697.00,654.65
1,1024,5120,26624,6728,835.903480,TOPS,1.272555,1752176385352,2.490000,23,229.00,699.00,656.87
5,1024,5120,28672,6410,836.281203,TOPS,1.278717,1752176385750,2.572000,23,322.00,687.00,654.00
0,1024,5120,30720,6091,848.074720,TOPS,1.259579,1752176385898,2.536000,23,286.00,714.00,673.30
6,1024,5120,32768,5773,854.429412,TOPS,1.299038,1752176386148,2.568000,23,227.00,704.00,657.74
7,1024,5120,34816,5455,860.627057,TOPS,1.222551,1752176410275,2.550000,23,303.00,746.00,703.96
2,1024,5120,36864,5137,868.092966,TOPS,1.302640,1752176410298,2.463000,22,234.00,712.00,666.41
4,1024,5120,38912,4819,868.912425,TOPS,1.218517,1752176410838,2.459000,22,353.00,752.00,713.09
0,1024,5120,40960,4500,874.682919,TOPS,1.258373,1752176411129,2.374000,22,231.00,744.00,695.09
5,1024,5120,43008,4432,878.912076,TOPS,1.286765,1752176411387,2.452000,23,143.00,736.00,683.04
3,1024,5120,45056,4364,878.307055,TOPS,1.244783,1752176411844,2.551000,22,419.00,736.00,705.59
6,1024,5120,47104,4296,885.574091,TOPS,1.285919,1752176411966,2.569000,24,153.00,739.00,688.67
4,1024,5120,49152,4228,887.451783,TOPS,1.237228,1752176437957,2.629000,24,136.00,771.00,717.29
2,1024,5120,51200,4160,891.712264,TOPS,1.285036,1752176438170,2.656000,24,244.00,735.00,693.92
1,1024,5120,53248,4091,892.717297,TOPS,1.224023,1752176438465,2.705000,24,351.00,764.00,729.33
3,1024,5120,55296,4023,892.721075,TOPS,1.253117,1752176439065,2.807000,25,249.00,755.00,712.40
0,1024,5120,57344,3955,897.952169,TOPS,1.250769,1752176439150,2.795000,25,200.00,762.00,717.92
6,1024,5120,59392,3887,898.745900,TOPS,1.240539,1752176439598,2.848000,25,369.00,757.00,724.48
5,1024,5120,61440,3819,896.323561,TOPS,1.256710,1752176439767,2.915000,26,204.00,762.00,713.23
7,1024,5120,63488,3750,902.572330,TOPS,1.193405,1752176467968,2.924000,27,220.00,800.00,756.30
5,1024,5120,65536,3682,905.007404,TOPS,1.223743,1752176468266,2.943000,26,397.00,769.00,739.54
1,1024,6144,6144,19500,409.991931,TOPS,.957678,1752176460439,3.976000,36,258.00,446.00,428.11
6,1024,6144,8192,13400,449.024797,TOPS,1.075740,1752176460748,3.572000,32,175.00,435.00,417.41
3,1024,6144,10240,11334,465.711798,TOPS,1.107598,1752176461101,3.586000,32,143.00,441.00,420.47
4,1024,6144,12288,10534,480.484076,TOPS,1.053138,1752176461404,3.809000,34,202.00,475.00,456.24
2,1024,6144,14336,9200,494.573624,TOPS,1.102163,1752176461733,3.687000,33,218.00,466.00,448.73
1,1024,6144,16384,7810,503.217651,TOPS,1.060477,1752176490471,3.477000,31,217.00,494.00,474.52
7,1024,6144,18432,7428,509.678069,TOPS,1.032133,1752176490771,3.660000,32,289.00,509.00,493.81
0,1024,6144,20480,7046,515.617693,TOPS,1.059960,1752176491018,3.770000,33,281.00,501.00,486.45
5,1024,6144,22528,6664,520.074364,TOPS,1.080718,1752176491548,3.893000,35,238.00,497.00,481.23
2,1024,6144,24576,6282,523.816235,TOPS,1.099322,1752176491832,3.944000,35,217.00,493.00,476.49
6,1024,6144,26624,5900,526.686699,TOPS,1.066966,1752176492097,4.003000,35,302.00,507.00,493.63
4,1024,6144,28672,5519,530.015136,TOPS,1.033974,1752176492562,4.000000,35,313.00,526.00,512.60
3,1024,6144,30720,5137,531.452630,TOPS,1.077756,1752176518148,3.971000,35,304.00,507.00,493.11
5,1024,6144,32768,4755,534.944725,TOPS,1.075676,1752176518342,3.861000,35,261.00,513.00,497.31
4,1024,6144,34816,4473,536.515496,TOPS,1.031582,1752176518770,3.842000,34,303.00,535.00,520.09
0,1024,6144,36864,4391,538.463987,TOPS,1.061891,1752176519150,3.952000,36,235.00,526.00,507.08
6,1024,6144,38912,4310,540.384823,TOPS,1.072490,1752176519499,4.090000,37,219.00,522.00,503.86
1,1024,6144,40960,4228,541.449851,TOPS,1.041670,1752176519808,4.189000,38,287.00,533.00,519.79
2,1024,6144,43008,4146,541.377890,TOPS,1.085883,1752176520274,4.334000,39,297.00,510.00,498.56
4,1024,6144,45056,4064,544.472354,TOPS,1.033978,1752176548592,4.407000,40,206.00,544.00,526.58
2,1024,6144,47104,3982,545.494374,TOPS,1.084158,1752176548938,4.484000,40,254.00,518.00,503.15
1,1024,6144,49152,3900,546.522615,TOPS,1.038680,1752176549346,4.581000,40,322.00,540.00,526.17
0,1024,6144,51200,3819,547.237614,TOPS,1.061669,1752176549676,4.655000,42,171.00,535.00,515.45
6,1024,6144,53248,3737,548.146330,TOPS,1.054411,1752176550046,4.725000,42,312.00,531.00,519.86
3,1024,6144,55296,3655,548.058432,TOPS,1.070719,1752176550353,4.808000,43,194.00,529.00,511.86
5,1024,6144,57344,3573,549.735124,TOPS,1.063708,1752176550654,4.851000,43,272.00,530.00,516.81
5,1024,6144,59392,3491,550.149937,TOPS,1.073840,1752176581619,4.908000,44,170.00,530.00,512.32
2,1024,6144,61440,3410,550.794391,TOPS,1.087430,1752176582072,4.930000,45,166.00,523.00,506.51
6,1024,6144,63488,3328,550.663769,TOPS,1.061561,1752176582496,4.984000,45,215.00,534.00,518.73
7,1024,6144,65536,3246,551.588469,TOPS,1.009735,1752176582733,5.007000,44,331.00,558.00,546.27
4,1024,7168,8192,11600,515.580517,TOPS,1.102350,1752176573843,3.221000,28,302.00,490.00,467.71
0,1024,7168,10240,10667,542.177595,TOPS,1.094689,1752176574194,3.291000,29,287.00,514.00,495.28
1,1024,7168,12288,9200,560.674950,TOPS,1.098759,1752176574641,3.288000,29,287.00,528.00,510.28
0,1024,7168,14336,7746,572.970943,TOPS,1.126077,1752176607215,3.121000,28,189.00,535.00,508.82
5,1024,7168,16384,7300,583.723321,TOPS,1.124707,1752176607299,3.285000,29,260.00,540.00,519.00
7,1024,7168,18432,6855,591.369817,TOPS,1.088437,1752176607823,3.404000,31,196.00,569.00,543.32
6,1024,7168,20480,6410,597.909394,TOPS,1.127918,1752176608419,3.486000,31,225.00,553.00,530.10
4,1024,7168,22528,5964,603.806250,TOPS,1.088763,1752176608699,3.513000,31,260.00,577.00,554.58
2,1024,7168,24576,5519,608.730471,TOPS,1.127884,1752176609011,3.483000,31,336.00,555.00,539.71
3,1024,7168,26624,5073,610.995515,TOPS,1.126425,1752176609488,3.458000,31,255.00,563.00,542.42
0,1024,7168,28672,4628,615.693596,TOPS,1.113229,1752176634878,3.339000,30,224.00,578.00,553.07
3,1024,7168,30720,4432,618.168184,TOPS,1.138033,1752176635582,3.427000,31,161.00,571.00,543.19
2,1024,7168,32768,4337,622.579464,TOPS,1.148331,1752176635534,3.519000,32,160.00,569.00,542.16
6,1024,7168,34816,4241,624.277575,TOPS,1.125737,1752176635947,3.656000,33,180.00,581.00,554.55
4,1024,7168,36864,4146,626.922266,TOPS,1.070600,1752176636378,3.760000,33,340.00,602.00,585.58
7,1024,7168,38912,4050,628.386444,TOPS,1.063637,1752176636825,3.851000,34,298.00,611.00,590.79
1,1024,7168,40960,3955,629.681313,TOPS,1.088980,1752176637108,3.931000,35,246.00,600.00,578.23
6,1024,7168,43008,3860,631.494520,TOPS,1.111355,1752176665465,4.048000,36,278.00,587.00,568.22
7,1024,7168,45056,3764,631.401230,TOPS,1.076484,1752176665930,4.120000,37,156.00,612.00,586.54
4,1024,7168,47104,3669,634.644138,TOPS,1.069540,1752176666391,4.164000,37,284.00,612.00,593.38
0,1024,7168,49152,3573,636.227860,TOPS,1.091000,1752176666814,4.200000,37,309.00,600.00,583.16
5,1024,7168,51200,3478,635.148606,TOPS,1.105914,1752176667307,4.277000,38,234.00,594.00,574.32
2,1024,7168,53248,3382,638.312108,TOPS,1.117532,1752176667599,4.281000,38,310.00,587.00,571.18
3,1024,7168,55296,3287,638.055430,TOPS,1.113943,1752176667978,4.339000,39,180.00,597.00,572.79
4,1024,7168,57344,3191,640.059468,TOPS,1.074574,1752176699724,4.345000,39,182.00,619.00,595.64
5,1024,7168,59392,3096,639.320312,TOPS,1.094389,1752176700010,4.368000,38,335.00,599.00,584.18
0,1024,7168,61440,3000,641.937809,TOPS,1.094747,1752176700271,4.339000,39,230.00,607.00,586.38
3,1024,7168,63488,2905,640.499783,TOPS,1.109705,1752176700779,4.369000,39,182.00,601.00,577.18
1,1024,7168,65536,2810,641.935372,TOPS,1.084350,1752176701123,4.356000,39,276.00,610.00,592.00
7,1024,8192,8192,11067,584.300980,TOPS,1.122317,1752176690812,3.033000,26,310.00,542.00,520.62
6,1024,8192,10240,10000,610.419235,TOPS,1.166770,1752176691322,3.193000,29,217.00,547.00,523.17
0,1024,8192,12288,7810,634.526889,TOPS,1.145934,1752176724819,2.803000,25,307.00,576.00,553.72
1,1024,8192,14336,7300,649.309464,TOPS,1.159481,1752176725215,2.975000,27,199.00,589.00,560.00
4,1024,8192,16384,6791,662.002562,TOPS,1.118663,1752176725484,3.090000,27,349.00,612.00,591.78
7,1024,8192,18432,6282,670.392106,TOPS,1.123800,1752176726099,3.146000,28,247.00,624.00,596.54
5,1024,8192,20480,5773,674.221439,TOPS,1.173436,1752176726666,3.193000,28,234.00,603.00,574.57
3,1024,8192,22528,5264,684.090930,TOPS,1.174909,1752176727038,3.133000,28,208.00,614.00,582.25
6,1024,8192,24576,4755,688.349382,TOPS,1.153941,1752176727306,3.056000,27,338.00,618.00,596.52
0,1024,8192,26624,4446,697.455862,TOPS,1.145529,1752176752675,3.003000,27,301.00,634.00,608.85
4,1024,8192,28672,4337,701.461605,TOPS,1.126393,1752176753029,3.168000,28,292.00,650.00,622.75
2,1024,8192,30720,4228,705.905767,TOPS,1.196450,1752176753480,3.250000,29,168.00,622.00,590.00
5,1024,8192,32768,4119,705.923437,TOPS,1.172961,1752176753818,3.392000,30,155.00,635.00,601.83
7,1024,8192,34816,4010,710.864423,TOPS,1.124038,1752176754310,3.464000,31,135.00,669.00,632.42
3,1024,8192,36864,3900,712.845245,TOPS,1.141904,1752176754783,3.563000,31,355.00,645.00,624.26
6,1024,8192,38912,3791,715.851548,TOPS,1.157025,1752176755172,3.620000,33,181.00,648.00,618.70
0,1024,8192,40960,3682,718.969720,TOPS,1.152416,1752176783741,3.652000,33,136.00,656.00,623.88
6,1024,8192,43008,3573,719.817944,TOPS,1.154701,1752176784302,3.741000,34,186.00,652.00,623.38
5,1024,8192,45056,3464,719.785817,TOPS,1.136725,1752176784903,3.802000,34,380.00,651.00,633.21
4,1024,8192,47104,3355,724.020745,TOPS,1.101758,1752176785249,3.826000,34,376.00,677.00,657.15
1,1024,8192,49152,3246,722.887983,TOPS,1.120808,1752176785709,3.841000,34,346.00,664.00,644.97
3,1024,8192,51200,3137,725.887741,TOPS,1.136187,1752176786068,3.858000,34,307.00,661.00,638.88
2,1024,8192,53248,3028,728.326085,TOPS,1.175914,1752176786449,3.831000,35,168.00,648.00,619.37
5,1024,8192,55296,2919,729.747763,TOPS,1.137617,1752176818253,3.848000,34,341.00,661.00,641.47
0,1024,8192,57344,2810,730.656396,TOPS,1.128008,1752176818828,3.811000,34,328.00,669.00,647.74
3,1024,8192,59392,2700,730.706873,TOPS,1.129062,1752176819279,3.810000,33,354.00,667.00,647.18
7,1024,8192,61440,2591,732.307401,TOPS,1.085575,1752176819714,3.766000,33,391.00,697.00,674.58
6,1024,8192,63488,2482,729.815681,TOPS,1.137581,1752176820019,3.740000,33,292.00,665.00,641.55
2,1024,8192,65536,2373,734.353198,TOPS,1.156516,1752176820482,3.660000,32,368.00,654.00,634.97
4,1024,9216,10240,8000,665.862957,TOPS,1.160302,1752176809542,2.633000,23,329.00,597.00,573.87
3,1024,9216,12288,7428,695.532600,TOPS,1.208361,1752176843601,2.768000,25,282.00,601.00,575.60
7,1024,9216,14336,6855,715.679251,TOPS,1.167274,1752176844352,2.878000,26,226.00,653.00,613.12
4,1024,9216,16384,6282,725.952581,TOPS,1.177825,1752176844881,2.947000,26,234.00,654.00,616.35
0,1024,9216,18432,5710,743.828526,TOPS,1.176125,1752176845188,2.883000,25,378.00,655.00,632.44
1,1024,9216,20480,5137,752.937760,TOPS,1.178380,1752176845738,2.829000,25,288.00,672.00,638.96
2,1024,9216,22528,4564,758.477922,TOPS,1.245611,1752176846226,2.761000,25,220.00,644.00,608.92
6,1024,9216,24576,4391,770.194323,TOPS,1.202827,1752176846685,2.838000,25,296.00,674.00,640.32
4,1024,9216,26624,4269,775.837783,TOPS,1.156172,1752176872186,2.944000,26,303.00,704.00,671.04
6,1024,9216,28672,4146,782.267137,TOPS,1.192207,1752176872694,3.040000,27,296.00,686.00,656.15
1,1024,9216,30720,4023,786.779197,TOPS,1.174104,1752176873318,3.118000,28,251.00,704.00,670.11
5,1024,9216,32768,3900,791.089918,TOPS,1.194260,1752176873634,3.211000,29,206.00,698.00,662.41
0,1024,9216,34816,3778,794.570449,TOPS,1.164359,1752176874072,3.268000,29,376.00,706.00,682.41
2,1024,9216,36864,3655,798.104884,TOPS,1.203342,1752176874631,3.334000,29,360.00,688.00,663.24
