GPU,M,N,K,Iterations,Performance,Performance_Unit,Efficiency,Time,Interval,Samples,Min_Power,Max_Power,Avg_Power
2,1024,2048,61440,7046,349.923473,TOPS,.946173,1757674482055,5.517000,47,155.00,382.00,369.83
5,1024,2048,63488,6919,352.007658,TOPS,.937237,1757674482166,5.621000,50,161.00,393.00,375.58
4,1024,2048,65536,6791,332.180428,TOPS,1.031680,1757674482603,7.167000,61,216.00,388.00,321.98
4,1024,3072,4096,30667,321.057844,TOPS,.962288,1757674515915,2.932000,25,134.00,352.00,333.64
6,1024,3072,6144,28750,358.887373,TOPS,1.058165,1757674516863,3.624000,32,152.00,356.00,339.16
5,1024,3072,8192,25000,393.303200,TOPS,1.020718,1757674517019,3.745000,31,231.00,399.00,385.32
7,1024,3072,10240,21250,416.849507,TOPS,1.081854,1757674517102,3.688000,32,167.00,405.00,385.31
3,1024,3072,12288,19500,436.136658,TOPS,1.051007,1757674517274,3.803000,32,216.00,429.00,414.97
1,1024,3072,14336,17600,447.834391,TOPS,1.041402,1757674517717,3.872000,32,274.00,442.00,430.03
2,1024,3072,16384,13400,473.988096,TOPS,1.151854,1757674517882,3.418000,30,217.00,430.00,411.50
0,1024,3072,18432,11734,476.221041,TOPS,1.148378,1757674517820,3.344000,29,222.00,438.00,414.69
5,1024,3072,20480,11334,490.248311,TOPS,1.111497,1757674549588,3.348000,29,175.00,461.00,441.07
7,1024,3072,22528,10934,493.483019,TOPS,1.134182,1757674549806,3.541000,30,276.00,449.00,435.10
2,1024,3072,24576,10534,488.408679,TOPS,1.134435,1757674550445,3.771000,32,213.00,448.00,430.53
4,1024,3072,26624,10134,493.880448,TOPS,1.107355,1757674550655,3.930000,33,285.00,462.00,446.00
3,1024,3072,28672,9200,504.955321,TOPS,1.102378,1757674550334,3.651000,31,285.00,473.00,458.06
1,1024,3072,30720,8000,498.713276,TOPS,1.097761,1757674551032,3.449000,30,276.00,471.00,454.30
6,1024,3072,32768,7810,503.659658,TOPS,1.161630,1757674551135,3.542000,31,138.00,456.00,433.58
0,1024,3072,34816,7619,514.199454,TOPS,1.103195,1757674551171,3.515000,31,257.00,482.00,466.10
2,1024,3072,36864,7428,508.230432,TOPS,1.135152,1757674584278,3.730000,32,171.00,468.00,447.72
5,1024,3072,38912,7237,510.250901,TOPS,1.095758,1757674584549,3.779000,32,221.00,485.00,465.66
6,1024,3072,40960,7046,513.482329,TOPS,1.128309,1757674584868,3.861000,32,287.00,468.00,455.09
3,1024,3072,43008,6855,514.390282,TOPS,1.089740,1757674584871,3.899000,34,228.00,489.00,472.03
4,1024,3072,45056,6664,516.364215,TOPS,1.084388,1757674585038,3.967000,34,253.00,492.00,476.18
1,1024,3072,47104,6473,518.019651,TOPS,1.093422,1757674585360,3.979000,34,164.00,494.00,473.76
7,1024,3072,49152,6282,519.857946,TOPS,1.115024,1757674585087,4.023000,35,257.00,481.00,466.23
0,1024,3072,51200,6091,518.951684,TOPS,1.099870,1757674585646,4.057000,35,227.00,491.00,471.83
2,1024,3072,53248,5900,526.174505,TOPS,1.105013,1757674621053,3.989000,35,233.00,491.00,476.17
6,1024,3072,55296,5710,525.673937,TOPS,1.109508,1757674620852,4.013000,34,266.00,488.00,473.79
4,1024,3072,57344,5519,521.015600,TOPS,1.084229,1757674621253,4.123000,35,294.00,507.00,480.54
5,1024,3072,59392,5328,526.232493,TOPS,1.078986,1757674621449,4.028000,34,249.00,503.00,487.71
3,1024,3072,61440,5137,510.001881,TOPS,1.137305,1757674620860,4.351000,37,161.00,507.00,448.43
1,1024,3072,63488,4946,526.594372,TOPS,1.072559,1757674621531,4.015000,34,306.00,510.00,490.97
0,1024,3072,65536,4755,517.542443,TOPS,1.196049,1757674621795,4.479000,38,169.00,463.00,432.71
7,1024,4096,4096,30000,379.857438,TOPS,1.075748,1757674617029,3.293000,28,201.00,365.00,353.11
2,1024,4096,6144,25000,470.743158,TOPS,1.117040,1757674653144,3.129000,26,247.00,436.00,421.42
0,1024,4096,8192,20000,505.101280,TOPS,1.132895,1757674653409,3.068000,26,253.00,473.00,445.85
3,1024,4096,10240,19000,71.718544,TOPS,.236913,1757674653829,29.982000,259,192.00,323.00,302.72
6,1024,4096,12288,13400,73.871180,TOPS,.249152,1757674653727,24.661000,213,217.00,316.00,296.49
5,1024,4096,14336,11600,593.787518,TOPS,1.133182,1757674654155,2.530000,21,324.00,545.00,524.00
4,1024,4096,16384,11067,607.120483,TOPS,1.232882,1757674654509,2.970000,25,222.00,516.00,492.44
7,1024,4096,18432,10534,619.333559,TOPS,1.292243,1757674654592,3.062000,26,159.00,508.00,479.27
1,1024,4096,20480,10000,633.338806,TOPS,1.199777,1757674654947,3.045000,26,280.00,550.00,527.88
6,1024,4096,22528,8400,637.477169,TOPS,1.307699,1757674712211,2.863000,25,132.00,527.00,487.48
5,1024,4096,24576,7810,648.388595,TOPS,1.208170,1757674712466,2.781000,24,262.00,570.00,536.67
1,1024,4096,26624,7555,646.830224,TOPS,1.217860,1757674712940,2.931000,25,261.00,558.00,531.12
2,1024,4096,28672,7300,651.503501,TOPS,1.263338,1757674713198,3.005000,27,158.00,547.00,515.70
3,1024,4096,30720,7046,666.807211,TOPS,1.214762,1757674713544,2.995000,26,265.00,575.00,548.92
0,1024,4096,32768,6791,663.227360,TOPS,1.238566,1757674713868,3.099000,27,157.00,572.00,535.48
4,1024,4096,34816,6537,667.078736,TOPS,1.203722,1757674714049,3.166000,28,155.00,591.00,554.18
7,1024,4096,36864,6282,669.183685,TOPS,1.252636,1757674714322,3.178000,27,204.00,567.00,534.22
7,1024,4096,38912,6028,671.488887,TOPS,1.229833,1757674748206,3.183000,27,301.00,569.00,546.00
6,1024,4096,40960,5773,678.515759,TOPS,1.240680,1757674748395,3.184000,28,282.00,568.00,546.89
4,1024,4096,43008,5519,680.058776,TOPS,1.164484,1757674748657,3.177000,27,335.00,605.00,584.00
3,1024,4096,45056,5264,690.222355,TOPS,1.222909,1757674748700,3.092000,27,135.00,599.00,564.41
5,1024,4096,47104,5010,686.863722,TOPS,1.179408,1757674749116,3.112000,26,348.00,603.00,582.38
1,1024,4096,49152,4755,692.051967,TOPS,1.205413,1757674749150,3.023000,26,181.00,608.00,574.12
2,1024,4096,51200,4500,694.622448,TOPS,1.239290,1757674749572,2.957000,26,157.00,595.00,560.50
0,1024,4096,53248,4446,692.880902,TOPS,1.221344,1757674749504,3.051000,26,158.00,603.00,567.31
2,1024,4096,55296,4391,693.792580,TOPS,1.235517,1757674785502,3.122000,28,166.00,599.00,561.54
1,1024,4096,57344,4337,698.269401,TOPS,1.181205,1757674785126,3.172000,27,326.00,613.00,591.15
0,1024,4096,59392,4282,690.311778,TOPS,1.217695,1757674785834,3.307000,29,202.00,604.00,566.90
3,1024,4096,61440,4228,684.197359,TOPS,1.216394,1757674786173,3.453000,29,303.00,615.00,562.48
4,1024,4096,63488,4173,689.459095,TOPS,1.191331,1757674786257,3.512000,30,197.00,623.00,578.73
6,1024,4096,65536,4119,652.200043,TOPS,1.475131,1757674786544,4.585000,39,218.00,588.00,442.13
5,1024,5120,6144,21250,534.531108,TOPS,1.147259,1757674779914,2.964000,25,294.00,482.00,465.92
7,1024,5120,8192,19000,607.760193,TOPS,1.217663,1757674780497,3.005000,26,289.00,525.00,499.12
2,1024,5120,10240,12000,643.892473,TOPS,1.242531,1757674818787,2.217000,19,325.00,543.00,518.21
6,1024,5120,12288,11334,72.895933,TOPS,.243075,1757674819015,25.634000,222,182.00,321.00,299.89
3,1024,5120,14336,10667,75.778629,TOPS,.230708,1757674819411,25.963000,220,151.00,337.00,328.46
7,1024,5120,16384,10000,733.640572,TOPS,1.369166,1757674819729,2.751000,24,217.00,567.00,535.83
1,1024,5120,18432,8000,755.298815,TOPS,1.354383,1757674820013,2.360000,21,133.00,603.00,557.67
0,1024,5120,20480,7682,769.705522,TOPS,1.345850,1757674820295,2.462000,22,253.00,605.00,571.91
4,1024,5120,22528,7364,772.839211,TOPS,1.291401,1757674820789,2.560000,22,274.00,637.00,598.45
5,1024,5120,24576,7046,786.761362,TOPS,1.326032,1757674821437,2.602000,22,145.00,638.00,593.32
2,1024,5120,26624,6728,806.801293,TOPS,1.364638,1757674875131,2.591000,23,195.00,630.00,591.22
7,1024,5120,28672,6410,801.295500,TOPS,1.345110,1757674875226,2.691000,24,246.00,630.00,595.71
4,1024,5120,30720,6091,814.572355,TOPS,1.265886,1757674875759,2.662000,23,347.00,680.00,643.48
3,1024,5120,32768,5773,827.500675,TOPS,1.306195,1757674875644,2.622000,23,283.00,668.00,633.52
5,1024,5120,34816,5455,825.251603,TOPS,1.275840,1757674876527,2.637000,23,328.00,679.00,646.83
1,1024,5120,36864,5137,832.719988,TOPS,1.320038,1757674876871,2.606000,23,156.00,677.00,630.83
0,1024,5120,38912,4819,829.639557,TOPS,1.318520,1757674877146,2.585000,23,236.00,672.00,629.22
6,1024,5120,40960,4500,832.386420,TOPS,1.349392,1757674877068,2.542000,22,221.00,658.00,616.86
2,1024,5120,43008,4432,839.985258,TOPS,1.361402,1757674911534,2.577000,23,147.00,663.00,617.00
4,1024,5120,45056,4364,850.677794,TOPS,1.236037,1757674911467,2.595000,22,414.00,719.00,688.23
0,1024,5120,47104,4296,852.159196,TOPS,1.297638,1757674912178,2.653000,23,244.00,700.00,656.70
5,1024,5120,49152,4228,853.361317,TOPS,1.265870,1757674912940,2.732000,23,315.00,709.00,674.13
3,1024,5120,51200,4160,856.980728,TOPS,1.316568,1757674913122,2.797000,24,152.00,698.00,650.92
6,1024,5120,53248,4091,857.815998,TOPS,1.301772,1757674913096,2.855000,24,366.00,690.00,658.96
7,1024,5120,55296,4023,853.614894,TOPS,1.299419,1757674913499,2.937000,25,351.00,691.00,656.92
1,1024,5120,57344,3955,845.496700,TOPS,1.323073,1757674913879,3.067000,26,181.00,708.00,639.04
6,1024,5120,59392,3887,867.068863,TOPS,1.327905,1757674951113,2.968000,26,149.00,702.00,652.96
5,1024,5120,61440,3819,862.340485,TOPS,1.274426,1757674951259,3.052000,26,236.00,719.00,676.65
2,1024,5120,63488,3750,845.991983,TOPS,1.373608,1757674951879,3.338000,28,292.00,678.00,615.89
1,1024,5120,65536,3682,868.287283,TOPS,1.344014,1757674951815,3.250000,28,134.00,723.00,646.04
0,1024,6144,6144,19500,399.593687,TOPS,1.000459,1757674944372,4.066000,34,221.00,411.00,399.41
7,1024,6144,8192,13400,424.283192,TOPS,1.133810,1757674944797,3.794000,34,133.00,396.00,374.21
4,1024,6144,10240,11334,444.410893,TOPS,1.089082,1757674945199,3.754000,32,136.00,433.00,408.06
3,1024,6144,12288,10534,464.627675,TOPS,1.095509,1757674945405,3.902000,34,238.00,439.00,424.12
2,1024,6144,14336,9200,472.772418,TOPS,1.124096,1757674984106,3.904000,33,193.00,436.00,420.58
1,1024,6144,16384,7810,481.077997,TOPS,1.111830,1757674984389,3.691000,32,154.00,456.00,432.69
6,1024,6144,18432,7428,488.636399,TOPS,1.134279,1757674984475,3.843000,33,272.00,446.00,430.79
7,1024,6144,20480,7046,492.067436,TOPS,1.136020,1757674984999,4.001000,34,187.00,451.00,433.15
0,1024,6144,22528,6664,493.345001,TOPS,1.116316,1757674985631,4.139000,35,165.00,464.00,441.94
3,1024,6144,24576,6282,501.951456,TOPS,1.104160,1757674985780,4.168000,35,246.00,471.00,454.60
4,1024,6144,26624,5900,502.765740,TOPS,1.079452,1757674985758,4.206000,37,195.00,485.00,465.76
5,1024,6144,28672,5519,511.804527,TOPS,1.068217,1757674986561,4.105000,34,305.00,492.00,479.12
1,1024,6144,30720,5137,477.830179,TOPS,1.171726,1757675021357,4.879000,41,238.00,471.00,407.80
3,1024,6144,32768,4755,479.435395,TOPS,1.291269,1757675021776,5.332000,45,171.00,436.00,371.29
6,1024,6144,34816,4473,459.167003,TOPS,1.320697,1757675022446,5.621000,48,188.00,397.00,347.67
7,1024,6144,36864,4391,477.448342,TOPS,1.274214,1757675023137,5.503000,46,269.00,434.00,374.70
5,1024,6144,38912,4310,480.266773,TOPS,1.235412,1757675023342,5.532000,48,187.00,433.00,388.75
4,1024,6144,40960,4228,467.598468,TOPS,1.197680,1757675023303,5.800000,50,164.00,415.00,390.42
0,1024,6144,43008,4146,471.508057,TOPS,1.271871,1757675023966,6.204000,54,133.00,404.00,370.72
2,1024,6144,45056,4064,488.011563,TOPS,1.250798,1757675024255,5.937000,50,186.00,415.00,390.16
3,1024,6144,47104,3982,475.097666,TOPS,1.251080,1757675063948,6.409000,55,183.00,400.00,379.75
4,1024,6144,49152,3900,471.758312,TOPS,1.247410,1757675063635,6.771000,58,169.00,412.00,378.19
5,1024,6144,51200,3819,481.430612,TOPS,1.193195,1757675064628,6.330000,54,205.00,414.00,403.48
6,1024,6144,53248,3737,492.412492,TOPS,1.229034,1757675064811,6.084000,52,184.00,417.00,400.65
2,1024,6144,55296,3655,475.870347,TOPS,1.277675,1757675065072,7.036000,60,173.00,384.00,372.45
1,1024,6144,57344,3573,489.612539,TOPS,1.252975,1757675065627,6.881000,59,173.00,404.00,390.76
0,1024,6144,59392,3491,484.518028,TOPS,1.252955,1757675065690,6.988000,60,133.00,398.00,386.70
7,1024,6144,61440,3410,491.249578,TOPS,1.256553,1757675066369,6.820000,57,264.00,406.00,390.95
1,1024,6144,63488,3328,485.703108,TOPS,1.206685,1757675109332,6.802000,59,164.00,420.00,402.51
2,1024,6144,65536,3246,497.708447,TOPS,1.243991,1757675109166,6.703000,57,183.00,417.00,400.09
0,1024,7168,8192,11600,494.056859,TOPS,1.163527,1757675101397,3.316000,29,184.00,445.00,424.62
5,1024,7168,10240,10667,516.203656,TOPS,1.109781,1757675101541,3.490000,29,297.00,479.00,465.14
6,1024,7168,12288,9200,533.294357,TOPS,1.189247,1757675102053,3.529000,30,283.00,467.00,448.43
3,1024,7168,14336,7746,546.703563,TOPS,1.165505,1757675102052,3.326000,28,196.00,492.00,469.07
4,1024,7168,16384,7300,564.598331,TOPS,1.146020,1757675102742,3.420000,29,150.00,520.00,492.66
7,1024,7168,18432,6855,570.805846,TOPS,1.177404,1757675102408,3.537000,30,212.00,505.00,484.80
5,1024,7168,20480,6410,577.853148,TOPS,1.125717,1757675145943,3.581000,31,255.00,533.00,513.32
6,1024,7168,22528,5964,584.454996,TOPS,1.175138,1757675146315,3.631000,31,295.00,512.00,497.35
7,1024,7168,24576,5519,588.951044,TOPS,1.175621,1757675146717,3.616000,31,175.00,524.00,500.97
0,1024,7168,26624,5073,592.058561,TOPS,1.149248,1757675146919,3.559000,30,244.00,536.00,515.17
2,1024,7168,28672,4628,588.974947,TOPS,1.163982,1757675147474,3.543000,30,260.00,527.00,506.00
4,1024,7168,30720,4432,582.588102,TOPS,1.182103,1757675148314,3.839000,32,306.00,551.00,492.84
1,1024,7168,32768,4337,577.022764,TOPS,1.261169,1757675148492,4.471000,38,315.00,545.00,457.53
3,1024,7168,34816,4241,543.913896,TOPS,1.339920,1757675148744,5.198000,45,229.00,486.00,405.93
4,1024,7168,36864,4146,592.759314,TOPS,1.131220,1757675187118,4.103000,35,296.00,558.00,524.00
6,1024,7168,38912,4050,581.320717,TOPS,1.262834,1757675187003,4.435000,21,238.00,491.00,460.33
2,1024,7168,40960,3955,571.836302,TOPS,1.266469,1757675187805,4.937000,42,169.00,496.00,451.52
7,1024,7168,43008,3860,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,1024,7168,45056,3764,585.016526,TOPS,1.178993,1757675188275,4.852000,41,296.00,531.00,496.20
3,1024,7168,47104,3669,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,1024,7168,49152,3573,584.336205,TOPS,1.241103,1757675188709,5.198000,44,178.00,518.00,470.82
1,1024,7168,51200,3478,589.703485,TOPS,1.186406,1757675189281,5.034000,43,243.00,529.00,497.05
5,1024,7168,53248,3382,553.718996,TOPS,1.275909,1757675229784,5.954000,51,177.00,470.00,433.98
3,1024,7168,55296,3287,558.132040,TOPS,1.333680,1757675230413,6.326000,53,212.00,435.00,418.49
7,1024,7168,57344,3191,573.764583,TOPS,1.339820,1757675230474,5.986000,51,150.00,446.00,428.24
6,1024,7168,59392,3096,563.132602,TOPS,1.332668,1757675230883,6.084000,52,217.00,443.00,422.56
2,1024,7168,61440,3000,566.378098,TOPS,1.285470,1757675231624,5.907000,50,208.00,456.00,440.60
0,1024,7168,63488,2905,586.139995,TOPS,1.263287,1757675231647,5.629000,47,287.00,490.00,463.98
4,1024,7168,65536,2810,577.607363,TOPS,1.265073,1757675231985,5.853000,50,179.00,483.00,456.58
1,1024,8192,8192,11067,568.705346,TOPS,1.155341,1757675222241,3.051000,25,306.00,509.00,492.24
2,1024,8192,10240,10000,585.136669,TOPS,1.220076,1757675266669,3.375000,29,258.00,500.00,479.59
7,1024,8192,12288,7810,80.555634,TOPS,.251689,1757675267154,24.121000,204,144.00,328.00,320.06
3,1024,8192,14336,7300,620.506528,TOPS,1.193006,1757675267448,3.154000,26,311.00,540.00,520.12
0,1024,8192,16384,6791,637.298228,TOPS,1.190232,1757675267327,3.193000,27,292.00,559.00,535.44
5,1024,8192,18432,6282,649.211960,TOPS,1.193865,1757675268275,3.262000,29,154.00,574.00,543.79
6,1024,8192,20480,5773,647.655479,TOPS,1.234475,1757675268530,3.333000,28,213.00,550.00,524.64
4,1024,8192,22528,5264,658.132187,TOPS,1.158989,1757675269202,3.264000,27,329.00,588.00,567.85
1,1024,8192,24576,4755,655.698498,TOPS,1.203757,1757675269296,3.300000,28,343.00,589.00,544.71
1,1024,8192,26624,4446,661.909847,TOPS,1.174286,1757675323048,3.218000,27,319.00,594.00,563.67
3,1024,8192,28672,4337,658.137736,TOPS,1.256875,1757675323289,3.483000,30,133.00,599.00,523.63
0,1024,8192,30720,4228,628.646280,TOPS,1.364368,1757675323580,4.255000,37,136.00,571.00,460.76
4,1024,8192,32768,4119,641.508959,TOPS,1.325568,1757675324070,4.325000,37,206.00,554.00,483.95
5,1024,8192,34816,4010,655.104148,TOPS,1.314757,1757675324662,4.314000,37,297.00,546.00,498.27
2,1024,8192,36864,3900,628.785654,TOPS,1.409896,1757675325378,4.961000,42,196.00,518.00,445.98
7,1024,8192,38912,3791,638.083649,TOPS,1.393134,1757675324880,4.968000,43,171.00,489.00,458.02
6,1024,8192,40960,3682,639.986295,TOPS,1.379697,1757675325626,4.860000,42,131.00,514.00,463.86
2,1024,8192,43008,3573,644.840825,TOPS,1.374077,1757675365230,5.049000,42,276.00,504.00,469.29
5,1024,8192,45056,3464,641.223117,TOPS,1.358207,1757675365710,5.256000,45,217.00,506.00,472.11
7,1024,8192,47104,3355,630.148625,TOPS,1.421334,1757675366171,5.544000,48,248.00,497.00,443.35
6,1024,8192,49152,3246,650.475070,TOPS,1.399081,1757675366611,5.287000,46,237.00,494.00,464.93
3,1024,8192,51200,3137,646.309735,TOPS,1.364876,1757675367060,5.324000,45,283.00,522.00,473.53
4,1024,8192,53248,3028,633.899896,TOPS,1.355442,1757675367463,5.605000,48,277.00,493.00,467.67
1,1024,8192,55296,2919,651.390991,TOPS,1.327472,1757675367831,5.159000,44,196.00,520.00,490.70
0,1024,8192,57344,2810,659.380755,TOPS,1.390189,1757675367747,5.271000,45,175.00,511.00,474.31
6,1024,8192,59392,2700,653.192509,TOPS,1.391251,1757675411016,5.252000,44,294.00,494.00,469.50
1,1024,8192,61440,2591,647.171704,TOPS,1.368806,1757675410951,5.356000,46,230.00,496.00,472.80
3,1024,8192,63488,2482,655.177042,TOPS,1.330524,1757675411828,4.943000,43,198.00,516.00,492.42
5,1024,8192,65536,2373,666.668063,TOPS,1.273263,1757675412000,4.639000,39,281.00,547.00,523.59
2,1024,9216,10240,8000,649.984700,TOPS,1.242586,1757675401467,2.681000,23,319.00,544.00,523.09
7,1024,9216,12288,7428,81.516250,TOPS,.248638,1757675402395,24.698000,208,153.00,342.00,327.85
4,1024,9216,14336,6855,82.721727,TOPS,.241072,1757675402445,25.985000,219,220.00,356.00,343.14
0,1024,9216,16384,6282,688.605631,TOPS,1.301342,1757675403028,3.215000,27,201.00,587.00,529.15
1,1024,9216,18432,5710,715.059162,TOPS,1.243105,1757675459142,3.033000,27,167.00,609.00,575.22
0,1024,9216,20480,5137,723.030746,TOPS,1.237303,1757675459276,2.980000,25,316.00,609.00,584.36
7,1024,9216,22528,4564,731.335446,TOPS,1.254434,1757675460044,2.868000,25,329.00,613.00,583.00
4,1024,9216,24576,4391,746.831789,TOPS,1.207527,1757675460154,2.912000,25,219.00,653.00,618.48
5,1024,9216,26624,4269,747.121361,TOPS,1.210069,1757675460497,3.068000,26,284.00,647.00,617.42
3,1024,9216,28672,4146,745.601662,TOPS,1.270644,1757675461089,3.249000,28,139.00,639.00,586.79
2,1024,9216,30720,4023,690.254030,TOPS,1.570508,1757675461565,4.731000,41,146.00,598.00,439.51
6,1024,9216,32768,3900,721.547857,TOPS,1.445813,1757675461664,4.147000,35,163.00,606.00,499.06
5,1024,9216,34816,3778,726.257360,TOPS,1.374264,1757675500163,4.181000,36,182.00,570.00,528.47
1,1024,9216,36864,3655,722.851913,TOPS,1.381756,1757675500861,4.393000,37,277.00,598.00,523.14
